Suggestion,Intent,Volume,CPC,PPC,Trend
bad 9daf8e94,0,5280086,3823722,0.971211820087,"[7276928, 4393043, 335840, 4543553, 9902389, 3078853, 958100, 7173443, 8860622, 4566272, 7840636, 4431359]"
red herring 4e2cd18a,0,4087031,276982,0.251999073486,"[1142544, 2113902, 1331488, 6339565, 2204079, 3752068, 1774992, 9075829, 1525075, 7430364, 7386616, 4967857]"
red herring 6698512,0,5431097,16749054,0.304327970179,"[7770119, 1283263, 7360785, 981948, 6551842, 8526290, 4947090, 4127467, 6845832, 7031568, 5347339, 4399629]"
bad 6319e89e,0,4904875,5857556,0.518470810303,"[2160978, 9196262, 7948639, 8913561, 2775209, 7584202, 554909, 4464728, 2769475, 1047200, 4139218, 7304121]"
bad e2ebb3a3,0,5331407,18285159,0.452655605831,"[4328695, 7841909, 1197227, 9735489, 4875873, 7582483, 3830945, 3621730, 3133299, 7226644, 2324163, 8278432]"
red herring 6a5abf65,0,6085098,11039050,0.3825038201,"[6274518, 2550351, 7152036, 5478045, 9667994, 9437373, 3638744, 9046266, 1074155, 6148902, 7410349, 5142444]"
bad c1e0a57a,0,5386837,6585827,0.521987319249,"[9826110, 1447825, 6923475, 6312924, 3156188, 9503299, 2559462, 6397009, 5436167, 3847043, 1779201, 7453343]"
red herring 4e4a2285,0,5539754,7643797,0.440514687706,"[8584948, 1987694, 7477822, 9614213, 3658046, 5033193, 8707809, 2160648, 6995396, 6692133, 870480, 4694668]"
bad 4c0f6f7f,0,4081802,3599234,0.385519324968,"[4463522, 2554287, 7225282, 4154384, 1187824, 1236370, 9027365, 120890, 7550763, 2207341, 4251638, 5001963]"
red herring efb90e8c,0,5072644,532375,0.908852198588,"[3330963, 8794908, 309236, 9128306, 4295715, 6447317, 7696090, 3631088, 4486893, 2918482, 891558, 8941175]"
red herring d570c64,0,4417027,8019476,0.350568841141,"[2410870, 2932336, 5405243, 6463300, 6311437, 3726174, 3050145, 4500457, 5957577, 5878042, 5583962, 784791]"
red herring 3d1c3389,0,5826614,3838874,0.316675465427,"[1797391, 4668738, 9895655, 5986893, 7253414, 7338150, 8543990, 6272554, 428317, 6674199, 1223508, 9836569]"
bad 6d49f63a,0,5928361,16237086,0.633195045999,"[6686526, 4511371, 2097299, 1315296, 6930426, 3003128, 9420644, 8664430, 7546707, 3906294, 7571899, 9486323]"
red herring 503a22f1,0,4893344,2793703,0.602477367168,"[3454301, 2659610, 5700737, 7384960, 5199183, 3166943, 157140, 7859594, 5737501, 6042436, 5045821, 6311909]"
red herring 3f09a423,0,4461619,19582645,0.517634995497,"[4799656, 1644687, 746825, 8898822, 3742650, 2244174, 6172978, 3376763, 9933966, 5955621, 3989917, 2033376]"
bad 31a0086b,0,5128368,1164020,0.169488653959,"[3538038, 4923052, 7108402, 307705, 2104198, 3536428, 4575589, 7778344, 9540533, 6648038, 4861536, 6618557]"
bad 9aa62f8d,0,6341411,15087436,0.932362927982,"[6122422, 6153747, 3617483, 2914318, 3217384, 7409399, 8281713, 7933216, 6910155, 7155259, 7191258, 9190583]"
bad a2b40aa6,0,4628698,15231456,0.876450272994,"[4353636, 920887, 9152458, 5672292, 3642507, 765500, 4338865, 4375206, 3404030, 4463835, 6488647, 7966520]"
red herring 53ed4fb5,0,5263386,5760221,0.722958610501,"[9306556, 4076372, 4505477, 7342035, 1142237, 3889444, 9806905, 7638736, 456663, 8387722, 2658418, 3950067]"
bad df8b58a9,0,4696696,18836398,0.87342904671,"[3513346, 2416800, 9862659, 9746927, 5390096, 2179578, 1606280, 9826223, 4765831, 190882, 1068767, 5792973]"
bad 5639ccda,0,5538651,15758810,0.235761789725,"[8990969, 3556369, 6999806, 4395376, 9979859, 4172035, 1007319, 2173610, 7982276, 5378885, 2713208, 9114110]"
red herring 9c220ee7,0,6442883,9790831,0.815651662483,"[9383387, 4577172, 9561284, 6826962, 2389157, 9295030, 9940021, 2767053, 7750025, 5831781, 4295346, 4697380]"
red herring 982de890,0,4754969,9470316,0.290439431877,"[6303681, 5201458, 2090221, 8719868, 5931211, 2294172, 9285856, 3226434, 3071113, 9265344, 1578951, 91330]"
bad d8c46fcb,0,4597851,7920514,0.758035184568,"[1887135, 7517626, 7410958, 3194556, 2982740, 5586360, 7057743, 489895, 6762824, 1709395, 4170803, 6404183]"
red herring 2acc08e6,0,6502853,10814536,0.992911832741,"[9524687, 2061353, 8167107, 7211235, 8489641, 8236698, 7402626, 4314804, 2173701, 9597761, 7226463, 3628169]"
bad ae9132ea,0,5334174,16675594,0.0779323925421,"[948007, 8571167, 9299384, 2568724, 2860227, 3469256, 4380024, 5034366, 3729926, 9870553, 6829018, 6449437]"
bad d4ff5f35,0,4913381,13570782,0.673903369729,"[7650071, 3166579, 7037454, 3268109, 8218746, 4564197, 7458308, 1384415, 1261679, 3778207, 3852240, 7320572]"
bad 777b4c1a,0,3676236,8624241,0.66949020804,"[6035378, 6556150, 2701452, 1737683, 3872998, 2174667, 4160080, 3484193, 4460404, 1550631, 4413178, 2968021]"
bad 23f1790a,0,5321980,18130457,0.791844590442,"[6558457, 4035312, 5789492, 7769123, 8008305, 6653993, 9584171, 2482330, 32815, 2265374, 7075264, 3609129]"
bad b64a7a5b,0,3409151,1689167,0.0712816396975,"[5593544, 3763510, 3405392, 1279117, 4109092, 434069, 260374, 862854, 6474909, 5051111, 6915099, 2760752]"
red herring 9864e6bf,0,5207906,19236414,0.374026849622,"[1405896, 1457752, 778796, 6624633, 6248064, 5898785, 9157738, 8693579, 831058, 4974685, 8067382, 8356506]"
red herring bd2265a0,0,5342725,5865350,0.64570760398,"[9115774, 9679494, 3183251, 4992672, 1682409, 9878666, 3970311, 807689, 3763757, 489469, 8936686, 7612533]"
red herring b14eebaf,0,4789825,741608,0.432581127991,"[6651403, 9541242, 5006834, 7199271, 7184779, 2995133, 4012346, 3887943, 3895681, 378696, 4617531, 2107044]"
red herring 13c727b7,0,5316388,6552314,0.229748738051,"[5754084, 209744, 4324394, 7626033, 5845152, 8183930, 5815361, 3808301, 8042193, 8597899, 4413770, 1175797]"
red herring 33d63bc4,0,4686673,18832025,0.0886371524094,"[8917323, 1138500, 658923, 9226895, 1314000, 854543, 7998365, 9699577, 5101175, 4329167, 6801759, 199850]"
red herring de376b2c,0,4242328,15909102,0.889635062071,"[1724212, 8701939, 4217219, 6261739, 541143, 1059807, 9526899, 985754, 3918793, 7583067, 133254, 6254119]"
bad 3b0afe7f,0,3563949,1871705,0.782789940322,"[1407527, 2123548, 6091922, 3951936, 3216500, 8223513, 562323, 7454903, 2126833, 1159090, 4500390, 1948913]"
red herring 63c5403e,0,5358223,11251661,0.607667080687,"[8498999, 2414911, 6150735, 7559662, 4344334, 9420297, 7306500, 478428, 7620922, 2535616, 2510743, 5457540]"
red herring e7a11cb2,0,5511500,17438427,0.297626372117,"[3151652, 5770904, 7553430, 5098755, 9077808, 6842032, 4725325, 2159693, 5778286, 6504465, 4152407, 5323252]"
red herring 7dfc8cc4,0,5446197,17239256,0.297528486794,"[3552330, 4789556, 6888890, 8418813, 4100341, 6701136, 9755062, 2659376, 7641679, 7711820, 2962382, 172988]"
bad 47a97ea3,0,5260287,15485380,0.0440143367377,"[1412222, 1846024, 9675367, 8509610, 4228260, 2405994, 7069542, 3807544, 6692880, 9517508, 5830015, 2128484]"
red herring b5a96b3d,0,4264467,3973117,0.262100115979,"[7609713, 1148323, 2796913, 1785419, 935127, 1522805, 9956763, 5787449, 2428088, 7395326, 3764770, 6042914]"
red herring 6071b345,0,3124085,14882097,0.194109381678,"[17908, 1893919, 8331973, 2686429, 504738, 4456078, 6335724, 1445534, 2898022, 2169807, 2052530, 4696367]"
bad 1a7bc74,0,4150799,4430803,0.28470395223,"[9644295, 1870741, 4554098, 3248827, 1389422, 1584831, 890575, 4127310, 6048079, 4372581, 7003310, 5075521]"
bad dbb9b445,0,4183124,18285539,0.740722647188,"[4748109, 5468695, 4787112, 1407002, 403743, 5695565, 2994543, 6233826, 419746, 5004946, 4086586, 8947619]"
red herring e661d997,0,4298326,14528981,0.429696150981,"[6855024, 498747, 1070581, 7740523, 498526, 4659924, 3103232, 9233747, 6319478, 9025179, 605120, 1969838]"
bad ffc35bf0,0,6485641,18377978,0.149643153303,"[2952180, 8538734, 9245130, 7772595, 9434382, 1665213, 7917056, 6385977, 8895262, 9564222, 4278427, 1178525]"
red herring 19742fb3,0,5650004,9644310,0.203683510561,"[811771, 5711272, 4693988, 2297643, 6661129, 6535622, 7705926, 1402849, 9768198, 6421990, 8738911, 7050757]"
bad 2ad155b3,0,3824691,5174585,0.811530237336,"[7084662, 1095477, 1873659, 1427423, 1278124, 3792994, 5498810, 1067458, 9494050, 5222353, 5356965, 2704328]"
bad afeae8cf,0,4750619,18126851,0.480232739852,"[3005233, 7025828, 4477017, 5710028, 3519132, 1338190, 2016881, 1957488, 9729958, 5432957, 7482860, 5311864]"
red herring b0dcef29,0,4139764,19938490,0.43227952174,"[9718325, 6472012, 7083541, 1420510, 4089485, 4031792, 1309370, 648069, 514361, 8900548, 286996, 5202160]"
bad a1940cfb,0,3833242,16291245,0.228034276489,"[154635, 137006, 7414671, 4213970, 961468, 2048862, 7650752, 8649572, 4761738, 2935956, 4607764, 2462518]"
red herring 77bb3619,0,5828043,1455692,0.3851963242,"[4846750, 1092467, 8475443, 8430003, 5457161, 7165323, 3501294, 6959410, 3667769, 5442056, 8941644, 5957199]"
bad 1dbce490,0,5441366,15663404,0.664820552232,"[9713900, 5820865, 7104803, 4468696, 5541937, 221201, 3325148, 552066, 6882161, 9728130, 4230792, 7706700]"
red herring 9c75c518,0,5042342,11355655,0.560870399099,"[4013517, 6292411, 1374977, 3797973, 3162391, 5316636, 3869273, 8941813, 7421851, 4650350, 4279149, 7387764]"
red herring ccdec4fb,0,5695286,18305572,0.688242034254,"[1057452, 7205494, 8548624, 2720641, 7480465, 5243202, 5419051, 2690613, 8045757, 4736943, 9379420, 5815776]"
red herring f28a8f96,0,4609268,4591923,0.601656170609,"[2163946, 5703731, 4834221, 4313431, 8187456, 4094385, 2886062, 2807476, 3512375, 5566366, 5214515, 6027257]"
bad 850173b5,0,5207514,1285231,0.153833263498,"[1792008, 8011235, 1310410, 2371021, 5604585, 7974494, 8957476, 8764614, 7560362, 7193964, 2551118, 398890]"
red herring 70808717,0,3770383,16685988,0.144681378777,"[5236023, 4525742, 9523308, 207159, 34563, 7224902, 3228530, 9533091, 2271786, 2170122, 395618, 893760]"
bad 73c8c563,0,5939455,12311566,0.677960388718,"[9300069, 9198132, 1259522, 3494653, 2620983, 5374344, 4606321, 9817928, 8653114, 9901654, 2533471, 4513277]"
bad 37183eec,0,5546957,2055980,0.625186934452,"[9575825, 5568489, 5453022, 2153395, 5374427, 4326841, 9172416, 488090, 9561779, 3608745, 3543170, 7737295]"
bad 5bf9a2dd,0,4398032,12255360,0.388369970299,"[1733978, 5081468, 528027, 6535462, 5997998, 3263228, 8953846, 5000395, 4682174, 6849897, 3033665, 1116248]"
red herring a8ab82ad,0,3944592,6881375,0.682055930252,"[4806711, 673130, 9501534, 2190628, 6919019, 2349494, 3366676, 1681294, 4031949, 7999596, 3589936, 225137]"
bad 45bc75ff,0,4177528,10891015,0.604417366091,"[4066202, 2881467, 4823782, 9716095, 2112143, 303503, 5503195, 3968768, 4951471, 2608838, 1882875, 7312003]"
red herring b0fea2a9,0,6115840,7972379,0.0167889708158,"[9023652, 7937285, 8867223, 8677542, 4862407, 5683921, 9362581, 1093159, 3628237, 4353029, 5195034, 4706019]"
red herring 6b6c46d8,0,4113983,12084685,0.383667276025,"[4709454, 123770, 5803863, 3898882, 7810915, 4423848, 2286559, 4580772, 859891, 3759688, 3556120, 7554036]"
red herring bb1f3367,0,5313515,19341388,0.132044554992,"[231142, 3257387, 2870889, 8282761, 2816286, 4281767, 4642581, 7292545, 8479947, 5513157, 7957998, 8135720]"
bad 4b382c49,0,3889159,18773964,0.634620814192,"[101, 2276037, 3326596, 3063847, 915083, 3875168, 6681945, 4473857, 1035975, 6883491, 8270484, 5867329]"
bad 2f7273a5,0,4976490,12263192,0.257106844149,"[5191690, 7401330, 660422, 8794799, 8977237, 8656158, 4359155, 1191276, 2901897, 1926895, 5684641, 3972390]"
red herring 345b1d62,0,4665797,19536944,0.783473832714,"[7533898, 7586210, 4261476, 6868123, 1707649, 6231564, 633481, 3516308, 6444384, 6757939, 3943394, 505148]"
red herring 2f965940,0,5205480,4205139,0.297407462843,"[9148844, 4468713, 469719, 4945383, 5502823, 7803916, 6102048, 6359317, 1884811, 4820105, 7804818, 3155263]"
bad fa76a16e,0,5557446,390797,0.886204603392,"[3468795, 64994, 7308091, 6027089, 7446168, 4149202, 3747093, 9197864, 9013707, 2735957, 5568965, 7961437]"
red herring bbaf54f0,0,3470712,8854422,0.489345554194,"[4394085, 3093048, 369486, 266966, 1704532, 2320562, 7899843, 2625952, 5711285, 4525999, 1534506, 7202283]"
bad fda4759d,0,4123286,109155,0.825616601595,"[527950, 2488603, 5034503, 87537, 3598237, 7537036, 6989840, 3413027, 7729352, 4343526, 3808944, 3920881]"
bad fd08ba1d,0,5122489,11543656,0.0971791076179,"[5656779, 4403962, 5410250, 2998877, 2931823, 4071158, 9804530, 3931171, 1742678, 9259222, 2008204, 9251225]"
bad 1efa72ef,0,4988077,3312689,0.936725917054,"[8479589, 3492799, 29825, 4973800, 354221, 7832684, 6999580, 5626420, 8689338, 859511, 4758648, 7760518]"
bad 56da719,0,5382623,19142949,0.348848371244,"[5250100, 7910103, 2961189, 6621338, 9695059, 5457427, 8637946, 905971, 1374571, 8242930, 7058648, 476199]"
red herring 8c3885fe,0,3985037,5431966,0.271917011429,"[4947631, 1753247, 4973448, 3314091, 7300586, 2148890, 3483022, 5326484, 5233501, 3166816, 4512074, 1660657]"
bad bb27bfc,0,6254236,16588809,0.83917028651,"[9996901, 7324560, 8680240, 8996538, 2802012, 5352962, 1782003, 1404735, 7615102, 9631735, 2902213, 8561840]"
bad 35d76066,0,5537554,8359,0.260872473693,"[5881484, 8206840, 1135726, 91455, 5850794, 5741406, 9897333, 9589244, 5752453, 8024418, 680569, 5598930]"
bad bd0c4b76,0,4286569,13167640,0.230034841138,"[1138878, 4323319, 2935806, 1113655, 5708033, 1647341, 7956213, 5663792, 797803, 8636692, 5460947, 6056357]"
bad 360997db,0,3825996,5222854,0.70982322993,"[429264, 781013, 2025235, 9839007, 6181720, 4937485, 513460, 3944364, 14793, 6111676, 9669579, 1464359]"
red herring 17a0ef2f,0,4259898,12635343,0.234102257843,"[1115251, 2772390, 876112, 9833051, 6352769, 2709403, 7607453, 2541067, 7491401, 222588, 7698029, 1899272]"
bad c48138fa,0,5435781,5025507,0.732439686739,"[6760954, 7412175, 3906965, 7619782, 850526, 7935968, 9028342, 5461370, 6289123, 8330942, 308432, 1324798]"
red herring 1c2df51,0,4302777,8636514,0.693876429617,"[6272626, 2155866, 7061903, 1438433, 3090571, 5855706, 4498076, 3350189, 801558, 8565629, 1989542, 6553233]"
bad 8fd17918,0,4948756,5909195,0.787912140208,"[5182421, 8445468, 4915535, 942108, 6117764, 878597, 5286682, 4898679, 8653959, 970692, 9509605, 3583569]"
bad 8460c72b,0,5256789,8082222,0.423765129023,"[9178257, 1439711, 8145435, 7933481, 865126, 5129374, 8796462, 8789184, 4269032, 714758, 7102785, 717868]"
red herring 941163cf,0,6475886,9321728,0.0961838672711,"[3233734, 7002632, 9654283, 7931143, 8954667, 9096809, 2190905, 5487244, 8473280, 6073822, 6045972, 3566151]"
red herring 3606acaa,0,4301114,5326568,0.715378627536,"[9168063, 2196938, 651213, 4661381, 8286775, 6230633, 1411687, 1308841, 4483917, 3850231, 325994, 9037698]"
red herring 48eeb81b,0,4497734,8326266,0.218086003929,"[7897697, 3374209, 3315876, 7111212, 1695275, 8783779, 1965747, 7945349, 4553133, 294127, 6989176, 47229]"
red herring efd8cfa8,0,5398392,3657960,0.763300142979,"[6876992, 6608853, 8766705, 7216454, 5220333, 3026910, 6141237, 9320816, 373056, 794038, 3285946, 7149374]"
red herring a7f36b87,0,4179549,4855501,0.394525447401,"[7584449, 4702625, 4055836, 3007718, 8952800, 2717477, 86415, 778188, 2336943, 7070495, 1022763, 7838879]"
red herring 5f5e37cb,0,4074671,13095281,0.879369049858,"[761282, 7876275, 2037895, 1706571, 9410888, 410336, 2528543, 2427453, 8505230, 7022561, 4338795, 1870234]"
red herring b20e5a11,0,4222208,11582856,0.894788413824,"[4319024, 2433403, 2900963, 8346027, 4287304, 479459, 1683337, 7842132, 3625321, 2423536, 4119030, 8206963]"
bad 4f885986,0,5984175,13182013,0.605812203784,"[8906302, 6480226, 5836790, 6784496, 9529740, 7796103, 75061, 9655551, 3383887, 4459859, 7409130, 1492956]"
bad 69436bdc,0,4460643,3003784,0.217760845795,"[5689519, 7342984, 7890093, 7033428, 3108769, 6958844, 4949304, 5905098, 2092547, 416259, 6904, 2133969]"
red herring 9e5a9a67,0,4372959,11959256,0.553549436394,"[622665, 6801665, 3149852, 2126101, 4757966, 2211075, 7948273, 6324843, 3325271, 542592, 6876966, 7788241]"
red herring ae06fef4,0,4178361,7840383,0.4548376779,"[9376129, 3460053, 5842113, 7164005, 1393829, 343405, 3236758, 2154855, 9067350, 3132898, 2430191, 2538749]"
bad 22667613,0,5095191,11297504,0.0729289530329,"[3125488, 4709074, 598928, 9933200, 5181938, 9576428, 788398, 2627169, 503979, 9971299, 5056455, 9069939]"
red herring be5bd7df,0,4544009,4066846,0.428921615437,"[1609468, 4112922, 1814755, 1106747, 6829631, 4301155, 6918864, 6369006, 6807438, 6716669, 2455446, 5486007]"
red herring ffdea2a2,0,4491769,986737,0.605777104987,"[6839069, 398740, 4188239, 6914484, 2909306, 2798576, 1484876, 6733754, 597226, 3638733, 7622162, 9776068]"
bad 5e0dd0b9,0,4256363,10985562,0.596323054608,"[2728139, 9106066, 9896628, 1010987, 2639874, 234785, 5733725, 6536175, 3964098, 1317828, 2076527, 5831526]"
red herring f216ba3d,0,4205294,12144468,0.477484819405,"[902423, 33352, 142228, 724072, 1095029, 3974979, 9138779, 7070788, 5066819, 5782189, 9821402, 6711474]"
red herring fc371b89,0,5303949,17206505,0.988080369216,"[955250, 4488464, 9593024, 3932090, 701933, 8881945, 2395762, 4439684, 9460845, 4602227, 8699923, 5496251]"
red herring 24252232,0,5268132,16352435,0.557140602327,"[4064699, 3709879, 9975117, 2226135, 9600071, 6425489, 5921949, 1872992, 3053335, 9914614, 2832149, 3621162]"
bad f4f12acf,0,3961126,14796894,0.525736673876,"[2146300, 3934116, 1286643, 3482924, 2609650, 722848, 7506433, 4541893, 3059740, 5900016, 9540969, 2801990]"
red herring a4e6bd9e,0,6247706,11602862,0.972914620066,"[2061752, 5545546, 6072736, 3332990, 6522341, 5891782, 7210278, 5274410, 5719835, 8829463, 9140803, 9370541]"
red herring 127d5ff,0,5724532,16151457,0.865693102348,"[9749087, 8954820, 6866802, 4724766, 2393323, 4027570, 3458730, 5386483, 2689961, 8240792, 8552263, 3649793]"
red herring e45bf2fe,0,4796633,15467689,0.663083780478,"[2418620, 5802133, 9552413, 7682389, 2373086, 9803857, 830089, 2388744, 8729286, 2829553, 3834547, 1314883]"
bad 206f061a,0,4315061,5989470,0.007333039074,"[5585588, 2486271, 5565980, 1014829, 3088830, 4541756, 5291245, 3349531, 4205485, 7131154, 5643616, 3876450]"
red herring a3224cf1,0,4827014,18109648,0.88434611448,"[3603, 6748701, 7772847, 1461561, 6755394, 2846122, 9451961, 34857, 3555706, 6453389, 4491679, 8348354]"
red herring f5f2ba33,0,5956292,7450111,0.481199982791,"[6493545, 7651380, 7173214, 8443826, 9666685, 7603116, 497380, 374246, 4608255, 6266143, 3559160, 9138562]"
red herring 1901105f,0,5140187,7213945,0.58114413676,"[6448703, 9705310, 7495924, 21972, 2696213, 4171937, 1828896, 1359431, 9862207, 7402029, 3387295, 7302332]"
red herring 849bc20d,0,5166543,4914944,0.489891213212,"[4198907, 7522044, 306098, 5340121, 6306922, 9972418, 1730711, 4940713, 4648354, 6168335, 8647239, 2216663]"
bad ab969bbd,0,5391919,5798148,0.48050303562,"[3040083, 7643073, 5076683, 9468796, 5523120, 3860403, 4251202, 8948089, 7220906, 3270632, 3496085, 2903963]"
bad 8580f7ec,0,4730796,1240054,0.537929696781,"[8503115, 4829989, 4912101, 1443413, 6317066, 1869057, 6350331, 1652825, 8437110, 3402391, 3701839, 5350322]"
bad d594fe09,0,4868415,3543383,0.6649598338,"[1932701, 8435708, 1488123, 4400156, 7920095, 4596758, 7661385, 4959308, 1911216, 1798058, 5920636, 7396839]"
bad 62e3e29a,0,3433005,18447848,0.981045088012,"[3570570, 2014609, 4809977, 5225437, 3404176, 3444538, 3483743, 5823370, 5232080, 3959008, 95299, 133258]"
bad 8084a05,0,4677991,4692351,0.698862203655,"[7980262, 291139, 1509743, 6945570, 6748617, 39745, 3334980, 7401625, 2313636, 9677708, 6097534, 3795342]"
red herring 47f43a65,0,5691115,5787404,0.197783238012,"[4604597, 2011140, 8156624, 4036808, 5318674, 6096298, 8740051, 5314946, 8256674, 5603213, 4712817, 5441542]"
bad cd8ce47e,0,4841246,8967869,0.631629081859,"[2792700, 8761861, 7652676, 1712150, 5795592, 7340152, 1215224, 1697683, 3781533, 1877954, 6329107, 9138328]"
red herring 7dc8d96d,0,5923488,11501671,0.48984349834,"[1788502, 8141304, 7340106, 8652557, 6831038, 3542270, 9654700, 5630169, 1599302, 5915568, 7607602, 4378746]"
bad 1dee0acf,0,4256522,2883030,0.530349421485,"[4466630, 2504636, 36482, 1176178, 5260979, 8845909, 2901867, 6950279, 6615405, 566807, 1774614, 9978483]"
red herring 12f61b3a,0,4689873,10069184,0.878780394943,"[8744642, 4554063, 1165430, 9815486, 751903, 5503353, 6659407, 4767193, 4400304, 8851185, 512957, 552555]"
bad 25926aa5,0,4556541,3875975,0.568417969686,"[6809434, 3640335, 2430914, 4654687, 3819309, 7292477, 2012714, 499930, 3560534, 6009789, 9678570, 4269806]"
bad d5cf5d2,0,3968811,17231091,0.305051806406,"[3276666, 5727937, 7350760, 1166405, 2150684, 8173080, 5079365, 9405603, 924582, 3215372, 475950, 679328]"
red herring db4084b2,0,4796635,18634641,0.308710997266,"[477818, 5291874, 440191, 4565370, 4023428, 9513520, 378182, 9045765, 2627393, 3880026, 7457828, 9858233]"
bad 466a0eed,0,4962698,3192404,0.187739470047,"[4440940, 8349035, 1110209, 5261460, 4431609, 6805955, 7965136, 1457115, 9970909, 6388151, 1490424, 1881444]"
red herring d6eb101f,0,5317397,6781511,0.682311658967,"[7248759, 2907672, 3153776, 7350583, 3675921, 5214231, 6864094, 8567929, 7676408, 3030618, 8067452, 51329]"
bad 9a87f4ef,0,4097632,18859545,0.540386999334,"[4395889, 793612, 2464896, 7430053, 5029183, 9977120, 4280368, 33543, 7194342, 3185630, 4307078, 79880]"
red herring ea82531b,0,5063757,2828263,0.362701187962,"[2865695, 7020823, 5872763, 6566447, 963418, 3350696, 4827177, 2815325, 9378827, 6471465, 7958535, 2673916]"
red herring 4220615f,0,4836700,4111583,0.617806916874,"[6364457, 6610867, 5168899, 5690767, 1843340, 767011, 5948726, 1643579, 4216147, 5072523, 7423682, 7290403]"
bad 85def61f,0,5205366,3418284,0.275209540302,"[8822579, 2163225, 9188236, 6858979, 578299, 2844258, 8926162, 3701638, 1917143, 6577598, 9775922, 1110362]"
red herring 45f3d071,0,3914008,10765027,0.806019595539,"[5138450, 1449514, 8625066, 7736295, 3315871, 756367, 147578, 4468128, 2903632, 4558905, 2422892, 5445402]"
red herring e0a818a,0,3643609,12638225,0.665371501019,"[4340178, 2200454, 5152701, 814140, 5680510, 6469436, 4878596, 1625667, 302955, 2803410, 531716, 8923553]"
bad fdd8fd6e,0,3984660,17068166,0.642634270879,"[3292860, 3691979, 5245285, 5815277, 6259518, 6143437, 4101184, 2097280, 1598002, 6640853, 1062374, 1867881]"
red herring a32e7391,0,5722011,4262003,0.672538319007,"[1950868, 8779345, 4919614, 4248084, 6258312, 8237245, 5466124, 7615148, 9441085, 212059, 2078162, 9458089]"
red herring e09cba67,0,4870185,14946438,0.859661777028,"[7127845, 1203767, 8616557, 7157058, 5086783, 6122236, 9819278, 8036483, 58458, 561194, 3751362, 901208]"
bad 9863c13d,0,6013686,9374449,0.197921356384,"[2611368, 9595152, 5823519, 4821726, 8134459, 4110579, 8051590, 8235903, 1071786, 9526557, 7962297, 2219306]"
red herring f93b82,0,6941252,4821935,0.451497420451,"[4898654, 8655630, 8539296, 8606485, 8534274, 9144728, 2144008, 8348704, 7396002, 6209332, 7196765, 3621156]"
bad fea46ade,0,5481692,18267261,0.129090004014,"[2468913, 1308896, 1486655, 9655476, 7964091, 1808269, 7379547, 4438528, 9752493, 6397898, 8196831, 4922711]"
red herring 6ed8b534,0,5072646,19884659,0.709516869453,"[6147735, 8777288, 4626110, 2075840, 8331758, 918381, 2010385, 8782546, 7003622, 6803972, 111357, 5282767]"
red herring c356aa21,0,5176817,7921655,0.486599676495,"[2424972, 837840, 8929620, 2864292, 5495592, 8018005, 6368114, 6902443, 8988863, 2606566, 6189299, 2496202]"
red herring 655913c5,0,4851329,11439432,0.489675226822,"[3699548, 9702636, 9295070, 3713078, 5481235, 4835920, 3686722, 1645006, 1363806, 4632068, 7790357, 2370504]"
bad ae239c45,0,5693797,4170293,0.549970088422,"[195890, 5401699, 9838902, 1733645, 6539220, 9298681, 2892894, 3410781, 6742189, 8334290, 8387054, 5550319]"
bad a012f9c6,0,4121944,2801883,0.326425834634,"[7151608, 188349, 1177731, 650225, 5383437, 6954374, 4590802, 1133826, 5007910, 6787652, 8569038, 1868381]"
red herring 465e1e99,0,3754714,901767,0.639026384844,"[7966395, 2154692, 1115135, 151084, 2015100, 6544290, 3958348, 4486024, 3765332, 468772, 5992561, 6438844]"
bad db52c1ff,0,4889035,12464407,0.461257345468,"[9177759, 1830366, 9597311, 767926, 3568274, 885855, 4078672, 3822255, 6218264, 8528630, 4571480, 5621629]"
bad f67cb56,0,4934319,4181315,0.771601160206,"[7571460, 1257099, 1934687, 9484415, 8020300, 81117, 9744254, 3652659, 3136465, 1066839, 9417667, 3844867]"
red herring b9202bf6,0,5571861,5659566,0.394259177206,"[1815080, 9530177, 6338507, 2191506, 6543310, 7931273, 5935403, 8630550, 8578391, 4771328, 3891714, 705102]"
bad 7276969f,0,6593381,3101550,0.446291225984,"[9995158, 5380374, 7488059, 6908311, 9170730, 8083533, 3649808, 4677910, 3001582, 4655413, 9437726, 6671970]"
red herring 30eab30b,0,4469955,11474840,0.0123054927227,"[5804254, 5342130, 4288810, 2841017, 8656560, 4384218, 2229384, 8770687, 1975524, 4306604, 1403293, 3636988]"
bad 9cd9597a,0,5080513,12341805,0.84253361944,"[2359652, 9916677, 4805828, 551598, 8009205, 6363194, 8829571, 5498889, 2774560, 5791751, 5792703, 272529]"
bad 215f77e0,0,5542801,5768562,0.145002033981,"[7506156, 8398066, 9160061, 9216496, 1514073, 3273346, 2934552, 2569554, 9892380, 2726821, 33628, 9288489]"
red herring de4f3b03,0,5168239,16714657,0.319684077817,"[6560657, 2022345, 4611476, 7501638, 6246507, 8226812, 5835816, 3628846, 1838363, 6762143, 2577608, 6206664]"
bad 657a7a59,0,5699362,1304315,0.397652436814,"[9312866, 1273015, 8321149, 240611, 2699751, 4023547, 1084262, 4792607, 8949392, 9624813, 8153143, 9917198]"
bad bb0d5c73,0,4903527,224068,0.212565844536,"[5053364, 6266975, 7500681, 2823365, 403347, 9892723, 3872447, 9530385, 3321013, 2873165, 2387908, 4916951]"
